"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-06","0.00","55","68","42","    6","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-07","0.00","59","79","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-08","0.00","67","83","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-09","0.00","63","75","51","   29","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-10","0.00","58","74","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-11","0.00","72","86","59","   25","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-12","0.00","72","84","60","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-13","0.00","63","74","52","   23","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-14","0.00","53","64","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-15","0.00","53","70","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-16","0.98","54","56","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-17","0.00","67","78","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-18","0.00","73","87","59","   17","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-19","0.24","70","78","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-20","0.08","66","73","59","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-21","0.12","59","69","50","   23","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-22","0.04","61","71","50","   24","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-23","0.59","62","70","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-24","0.31","65","75","54","   35","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-25","0.00","62","72","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-26","0.00","56","68","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-27","0.00","58","71","44","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-28","0.08","60","69","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-29","0.16","63","74","53","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-06-30","0.00","64","72","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-01","0.35","69","73","63","   13","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-02","0.04","66","73","58","   25","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-03","0.24","65","70","59","   29","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-04","0.07","62","71","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-05","0.00","64","78","50","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-06","0.00","67","82","52","   23","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-07","0.47","68","76","60","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-08","0.91","65","71","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-09","0.00","65","74","56","   27","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-10","0.04","67","75","58","   24","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-11","0.00","69","80","58","   25","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-12","0.04","60","65","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-13","0.04","63","73","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-14","0.04","63","76","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-15","0.00","64","71","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-16","0.00","67","78","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-17","0.24","69","80","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-18","0.00","70","81","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-19","0.00","71","82","59","   24","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-20","0.04","70","81","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-21","0.16","68","80","57","   33","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-22","0.04","57","69","45","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-23",,,,"40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-24","0.00","58","69","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-25","0.00","61","73","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-26","0.00","63","79","48","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-27","0.08","67","74","61","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-28","0.00","57","69","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-29","0.00","56","71","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-30","0.00","60","76","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-07-31","0.00","66","80","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-01","0.00","65","78","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-02","0.00","67","86","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-03","0.00","71","82","60","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-04","0.47","72","85","58","   17","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-05","0.83","66","74","57","   17","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-06","0.08","56","61","51","   29","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-07","0.00","58","69","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-08","0.00","60","70","50","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-09","0.00","62","75","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-10","0.00","61","74","47","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-11","0.12","67","78","55","   16","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-12","0.24","68","77","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-13","0.04","65","75","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-14","0.04","65","79","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-15","0.00","66","78","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-16","0.06","58","67","49","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-17","0.00","60","71","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-18","0.63","55","61","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-19","0.00","69","79","59","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-20","0.04","66","74","59","   30","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-21","0.00","69","79","59","   26","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-22","1.22","71","80","61","   26","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-23","0.08","62","69","54","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-24",,"58","65","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-25",,"53","63","44","   30","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-26",,"55","68","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-27",,"57","71","43","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-28",,"57","74","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-29",,"58","75","42","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-30",,"58","69","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-08-31","0.00","56","63","48","   33","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-01","0.00","50","56","44","   29","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-02","0.00","53","66","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-03","0.83","53","66","41","   17","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-04","0.12","60","69","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-05","0.28","63","71","55","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-06","0.12","56","59","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-07","0.39","56","60","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-08","0.00","57","65","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-09","0.12","54","62","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-10","0.00","54","64","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-11","0.00","56","72","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-12","0.00","61","75","46","   32","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-13","0.00","63","77","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-14","0.00","65","79","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-15","0.00","63","77","49","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-16","0.00","65","79","51","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-17","0.00","67","79","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-18","0.00","66","80","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-19","0.00","67","77","56","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-20","0.00","64","76","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-21","0.00","60","74","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-22","0.00","59","77","40","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-23","0.00","63","80","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-24","0.00","72","85","58","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-25","0.00","75","88","62","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-26","0.00","75","88","63","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-27","0.79","72","85","58","   24","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-28","0.00","50","61","40","   31","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-29","0.00","44","52","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-09-30","0.00","44","55","34","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-01","0.00","47","62","33","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-02","0.00","47","63","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-03","0.00","49","70","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-04","1.18","60","75","45","   25","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-05","0.04","55","64","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-06","0.00","49","60","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-07","0.08","51","66","37","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-08","0.24","66","73","59","   26","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-09","0.91","58","62","54","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-10","0.12","58","72","45","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-11","0.00","41","51","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-12","0.00","43","56","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-13","0.00","47","65","28","   14","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-14","0.00","58","63","53","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-15","1.14","59","70","49","   33","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-16","0.00","41","49","32","   28","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-17","0.00","39","50","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-18","0.00","48","59","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-19","0.00","52","71","32","   27","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-20","0.00","46","57","35","   31","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-21","0.00","48","64","32","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-22","0.00","55","69","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-23","0.00","55","74","36","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-24","0.78","59","71","46","   14","116.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-25","1.34","58","64","52","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-26","1.22","49","52","46","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-27","0.28","39","46","32","   25","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-28","0.06","47","62","31","   13","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-29","0.47","48","54","41","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-30","0.51","55","68","42","   12","136.5"
"CA007028754","BEAUCEVILLE, QC CA","2017-10-31","0.12","41","47","34","   24","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-01","0.00","36","44","29","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-02","0.75","47","55","38","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-03","0.51","49","60","37","   31","111.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-04","0.00","35","41","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-05","0.28","42","52","31","   16","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-06","0.24","45","58","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-07","0.00","28","34","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-08","0.00","29","40","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-09","0.00","36","45","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-10","0.12","27","38","15","   24","116.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-11","0.00","22","29","14","   25","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-12","0.00","23","32","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-13","0.00","21","32","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-14","0.00","31","35","28","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-15","0.00","30","38","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-16","0.08","31","37","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-17","0.08","27","35","18","   30","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-18","0.00","22","33","12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-19","0.35","33","42","24","   29","102.9"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-20","0.00","17","24","10","   26","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-21","0.00","27","44","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-22","0.12","29","37","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-23","0.00","22","27","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-24","0.04","31","35","27","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-25","0.08","40","49","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-26","0.00","28","35","21","   29","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-27","0.08","13","22","5","   31","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-28","0.04","23","42","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-29","0.04","31","44","18","   30","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-11-30","0.16","27","40","14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-01","0.08","33","36","31","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-02","0.00","28","31","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-03","0.00","28","34","22","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-04","0.00","29","33","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-05","0.55","34","40","29","   16","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-06","0.04","36","42","31","   25","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-07","0.00","29","32","26","   26","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-08","0.00","27","32","21","   27","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-09","0.00","24","30","19","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-10","0.04","22","29","16","   28","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-11",,,,"12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-12","0.75","10","20","0","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-13","0.04","11","18","4","   26","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-14","0.00","2","5","-2","   25","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-15","0.00","2","12","-7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-16","0.04","6","15","-2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-17","0.00","-1","10","-12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-18","0.00","2","15","-10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-19","0.39","24","34","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-20","0.04","20","30","10","   29","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-21","0.00","2","10","-5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-22","0.00","-2","10","-14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-23","0.75","19","27","10","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-24","0.04","15","22","7","   24","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-25","0.20","8","12","4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-26","0.08","5","17","-6","   24","111.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-27","0.00","-9","-4","-13","   25","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-28","0.00","-10","-6","-14","   26","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-29","0.00","-12","-6","-19","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-30","0.00","-9","-2","-16","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2017-12-31","0.00","-9","-5","-13","   27","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-01","0.00","-12","-5","-18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-02","0.00","-10","-2","-18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-03","0.00","1","17","-15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-04","0.24","11","19","2","   36","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-05","0.00","4","16","-7","   26","116.3"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-06","0.00","-9","-5","-12","   26","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-07","0.08","-6","3","-14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-08","0.28","15","27","3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-09","0.04","18","29","8","   30","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-10","0.00","11","24","0","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-11","0.00","33","44","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-12","0.83","41","52","29","   32","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-13","1.10","12","29","-4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-14","0.00","-8","2","-19","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-15","0.00","-8","8","-24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-16","0.00","9","15","3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-17","0.12","17","26","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-18","0.00","20","23","17","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-19","0.00","24","26","21","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-20","0.04","28","36","20","   24","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-21","0.00","14","21","8","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-22","0.20","18","23","14","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-23","0.71","24","33","16","   11","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-24","0.08","17","33","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-25","0.00","1","5","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-26","0.00","1","13","-11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-27","0.39","16","37","-5",,
"CA007028754","BEAUCEVILLE, QC CA","2018-01-28","0.00","26","39","13",,
"CA007028754","BEAUCEVILLE, QC CA","2018-01-29","0.00","9","22","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-30","0.00","8","15","2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-01-31","0.08","4","12","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-01","0.12","21","31","12","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-02","0.00","11","26","-5","   29","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-03","0.00","-2","10","-13","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-04","0.55","18","30","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-05","0.04","17","30","4","   26","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-06","0.00","14","23","6","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-07","0.61","4","14","-5","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-08","0.00","6","16","-4","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-09","0.07","8","19","-3","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-10","0.35","15","25","6","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-11","0.15","28","38","18","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-12","0.00","23","38","9","   28","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-13","0.00","9","20","0","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-14","0.00","18","38","-2","   25","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-15","0.00","33","42","23","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-16","0.08","25","39","11","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-17","0.00","14","26","1","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-18","0.00","23","32","15","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-19","0.00","27","45","9","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-20","0.59","36","38","33","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-21","0.39","45","54","36",,
"CA007028754","BEAUCEVILLE, QC CA","2018-02-22",,,,,"    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-23","0.00","16","33","-1","   17","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-24","0.12","24","36","13","   29","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-25","0.20","21","30","12","   16","98.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-26","0.04","34","40","28","   25","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-27","0.00","33","41","26","   31","78.3"
"CA007028754","BEAUCEVILLE, QC CA","2018-02-28","0.39","39","47","30","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-01","0.04","31","35","27","    9","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-02","0.00","29","33","25","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-03","0.04","32","37","28","    7","96.2"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-04","0.00","33","36","30","    8","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-05","0.00","30","37","23","    6","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-06","0.00","29","36","23","    9","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-07","0.00","28","29","26","   12","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-08","0.40","27","30","24","    6","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-09","0.07","25","31","20","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-10","0.13","28","30","26","   34","71.6"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-11","0.00","31","36","26","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-12","0.00","29","35","24","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-13","0.20","29","32","27","    9","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-14","0.35","29","32","26","   35","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-15","0.12","27","32","23","   29","87.2"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-16","0.00","18","23","13","   33","107.4"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-17","0.00","10","16","5","   31","91.7"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-18","0.00","8","17","-2","   30","73.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-19","0.00","13","22","4","   30","82.8"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-20","0.00","17","27","7","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-21","0.00","19","39","-2","    0","0.0"
"CA007028754","BEAUCEVILLE, QC CA","2018-03-22","0.00","28","37","19","    2","87.2"
